gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSG00000150477	ENST00000280020,ENST00000586135,ENST00000586501,ENST00000587139,ENST00000590456,ENST00000590617,ENST00000591619,ENST00000591911,ENST00000592521,ENST00000592611,ENST00000599493,ENST00000601437	2675.95	2495.66	104.00	1.56	1.17
ENSG00000150510	ENST00000280057,ENST00000322475,ENST00000497449,ENST00000614765,ENST00000615498	3293.06	3112.77	157.00	1.89	1.42
ENSG00000150526	ENST00000280082,ENST00000555143,ENST00000556784,ENST00000557148	1332.25	1151.98	0.00	0.00	0.00
ENSG00000150527	ENST00000280083,ENST00000341502,ENST00000341749,ENST00000348007,ENST00000396158,ENST00000396165,ENST00000553352,ENST00000553383,ENST00000554392,ENST00000555716,ENST00000556148,ENST00000556593,ENST00000556990,ENST00000557038	2643.22	2462.93	487.00	7.40	5.57
ENSG00000150540	ENST00000280096,ENST00000280097,ENST00000329366,ENST00000410115,ENST00000467390,ENST00000475675,ENST00000480534,ENST00000485653	880.37	700.11	127.00	6.78	5.11
ENSG00000150551	ENST00000345008,ENST00000397463,ENST00000449209	1370.68	1190.39	190.16	5.97	4.50
ENSG00000150556	ENST00000280115,ENST00000409029,ENST00000409642,ENST00000409876,ENST00000437627,ENST00000442722,ENST00000450639,ENST00000473800,ENST00000473975,ENST00000480545,ENST00000498249	1100.00	919.71	1.00	0.04	0.03
ENSG00000150593	ENST00000280154,ENST00000393104,ENST00000444997,ENST00000462577,ENST00000467574,ENST00000481353,ENST00000483595,ENST00000483670,ENST00000489049,ENST00000492932,ENST00000498367	1197.21	1016.93	595.55	21.90	16.49
ENSG00000150594	ENST00000280155	3745.00	3564.71	0.00	0.00	0.00
ENSG00000150625	ENST00000280187,ENST00000393658,ENST00000502754,ENST00000503397,ENST00000503563,ENST00000505304,ENST00000505375,ENST00000505561,ENST00000506219,ENST00000506894,ENST00000507080,ENST00000507520,ENST00000507540,ENST00000508323,ENST00000509865,ENST00000512509,ENST00000512610,ENST00000512897,ENST00000513365,ENST00000513667,ENST00000515090	921.97	741.70	7.00	0.35	0.27
ENSG00000150627	ENST00000280190,ENST00000443118,ENST00000505894,ENST00000507824,ENST00000508596,ENST00000508773,ENST00000509792,ENST00000513261	3810.69	3630.41	68.00	0.70	0.53
ENSG00000150628	ENST00000280191,ENST00000508699,ENST00000515234	1229.00	1048.78	0.00	0.00	0.00
ENSG00000150630	ENST00000507638,ENST00000618562	2064.00	1883.71	150.00	2.98	2.24
ENSG00000150636	ENST00000319445,ENST00000358653,ENST00000360242,ENST00000577772,ENST00000577800,ENST00000578970,ENST00000580292,ENST00000581103,ENST00000581520,ENST00000582077,ENST00000582371,ENST00000584156,ENST00000584775	763.81	583.55	15.00	0.96	0.72
ENSG00000150637	ENST00000280200,ENST00000577287,ENST00000578928,ENST00000579496,ENST00000580335,ENST00000581982,ENST00000582621,ENST00000583955	1077.85	897.56	10.00	0.42	0.31
ENSG00000150656	ENST00000358821,ENST00000578498,ENST00000582365,ENST00000582461,ENST00000584004,ENST00000584316,ENST00000585136	1880.00	1699.73	0.00	0.00	0.00
ENSG00000150667	ENST00000350221,ENST00000559547,ENST00000559692	2805.00	2624.71	17.23	0.25	0.18
ENSG00000150672	ENST00000280241,ENST00000330014,ENST00000376104,ENST00000398299,ENST00000398301,ENST00000398304,ENST00000398309,ENST00000404783,ENST00000418306,ENST00000420775,ENST00000426717,ENST00000434967,ENST00000456295,ENST00000457267,ENST00000472545,ENST00000524601,ENST00000524941,ENST00000524982,ENST00000526147,ENST00000527088,ENST00000527466,ENST00000529111,ENST00000529159,ENST00000529399,ENST00000529401,ENST00000530260,ENST00000530589,ENST00000530800,ENST00000531015,ENST00000532653	1458.28	1278.00	74.00	2.17	1.63
ENSG00000150676	ENST00000280245,ENST00000342404,ENST00000526729,ENST00000529676	1437.25	1257.02	0.00	0.00	0.00
ENSG00000150681	ENST00000367460,ENST00000481707,ENST00000491030,ENST00000492967	997.00	816.73	0.00	0.00	0.00
ENSG00000150687	ENST00000280258,ENST00000527521,ENST00000528769,ENST00000531475,ENST00000531521,ENST00000532234,ENST00000532572,ENST00000533880,ENST00000533902	1535.70	1355.42	13.50	0.37	0.28
ENSG00000150712	ENST00000264934,ENST00000280285,ENST00000382142,ENST00000504049,ENST00000505419,ENST00000510216,ENST00000513622	4922.23	4741.94	2820.00	22.24	16.75
ENSG00000150722	ENST00000280295,ENST00000409137,ENST00000409702,ENST00000461410,ENST00000464264,ENST00000465612,ENST00000475249,ENST00000479855,ENST00000486067,ENST00000490645,ENST00000494189,ENST00000495820	645.74	465.51	29.00	2.33	1.75
ENSG00000150732	ENST00000403060	228.00	57.14	0.00	0.00	0.00
ENSG00000150750	ENST00000280325	1205.00	1024.71	0.00	0.00	0.00
ENSG00000150753	ENST00000280326,ENST00000423695,ENST00000503026,ENST00000503454,ENST00000506600,ENST00000508451,ENST00000509846,ENST00000510326,ENST00000511700,ENST00000511995,ENST00000512975,ENST00000514674,ENST00000515390,ENST00000515676	1425.19	1244.91	31185.00	936.92	705.55
ENSG00000150756	ENST00000280330,ENST00000504390,ENST00000506108,ENST00000508553,ENST00000510047,ENST00000510052,ENST00000511437	983.58	803.31	306.00	14.25	10.73
ENSG00000150760	ENST00000280333,ENST00000464466,ENST00000473861,ENST00000484400,ENST00000495574,ENST00000623213	6361.90	6181.61	2530.00	15.31	11.53
ENSG00000150764	ENST00000440460,ENST00000526418,ENST00000526500,ENST00000528399,ENST00000529225,ENST00000530645,ENST00000614104,ENST00000615255,ENST00000618522	2538.97	2358.69	530.00	8.40	6.33
ENSG00000150768	ENST00000280346,ENST00000393051,ENST00000527231,ENST00000531306,ENST00000533297	2702.84	2522.55	3034.00	44.99	33.88
ENSG00000150773	ENST00000280350,ENST00000431456,ENST00000521853,ENST00000525072,ENST00000525744,ENST00000528775,ENST00000530641,ENST00000532211	1398.59	1218.31	18.06	0.55	0.42
ENSG00000150776	ENST00000280352,ENST00000393047,ENST00000420986,ENST00000524989,ENST00000525785,ENST00000526879,ENST00000530104,ENST00000531378,ENST00000532163	1661.78	1481.80	1114.54	28.13	21.18
ENSG00000150779	ENST00000504148,ENST00000507614,ENST00000509359,ENST00000541231	837.89	657.61	2195.40	124.87	94.03
ENSG00000150782	ENST00000280357,ENST00000524595,ENST00000525547,ENST00000528832,ENST00000533858,ENST00000534225	1136.57	956.28	1911.00	74.74	56.29
ENSG00000150783	ENST00000280358,ENST00000530752	967.00	786.71	0.00	0.00	0.00
ENSG00000150787	ENST00000280362,ENST00000524931,ENST00000525645,ENST00000525803,ENST00000527428,ENST00000527635,ENST00000528679,ENST00000531175,ENST00000531673	926.02	745.73	359.00	18.01	13.56
ENSG00000150867	ENST00000323883,ENST00000376573,ENST00000422321,ENST00000432610,ENST00000474335,ENST00000545335,ENST00000604912,ENST00000605011	2733.19	2552.90	1270.00	18.61	14.01
ENSG00000150873	ENST00000381585,ENST00000405022	2684.00	2503.71	1.00	0.01	0.01
ENSG00000150893	ENST00000280481,ENST00000482551	16070.00	15889.71	364.00	0.86	0.65
ENSG00000150907	ENST00000379561,ENST00000473775	5735.00	5554.71	243.00	1.64	1.23
ENSG00000150938	ENST00000280527,ENST00000413985,ENST00000426856,ENST00000428774,ENST00000473403,ENST00000477491,ENST00000481321,ENST00000497236	2870.46	2690.34	9065.00	126.03	94.90
ENSG00000150961	ENST00000280551,ENST00000419654,ENST00000502526,ENST00000502830,ENST00000503683,ENST00000505134,ENST00000505280,ENST00000506622,ENST00000509818,ENST00000511033,ENST00000511481,ENST00000511715,ENST00000514418,ENST00000514561	2495.73	2315.44	1310.00	21.16	15.94
ENSG00000150967	ENST00000280560,ENST00000344275,ENST00000346530,ENST00000392439,ENST00000426173,ENST00000442028,ENST00000442833,ENST00000536976,ENST00000537276,ENST00000538895,ENST00000540285,ENST00000540971,ENST00000541424,ENST00000541983,ENST00000542448,ENST00000542678,ENST00000543935,ENST00000545373,ENST00000546077,ENST00000546289,ENST00000622723	2117.46	1937.18	411.75	7.95	5.99
ENSG00000150977	ENST00000280571	6141.00	5960.71	636.00	3.99	3.01
ENSG00000150990	ENST00000308736,ENST00000507267,ENST00000539298,ENST00000542400,ENST00000543962,ENST00000544745	4370.86	4190.57	4072.00	36.34	27.37
ENSG00000150991	ENST00000339647,ENST00000535131,ENST00000535859,ENST00000536661,ENST00000536769,ENST00000538617,ENST00000540351,ENST00000540700,ENST00000541272,ENST00000541645,ENST00000542416,ENST00000544481,ENST00000546120,ENST00000546271	2193.12	2012.83	62072.00	1153.41	868.58
ENSG00000150995	ENST00000302640,ENST00000354582,ENST00000357086,ENST00000443694,ENST00000456211,ENST00000463980,ENST00000467056,ENST00000467545,ENST00000472205,ENST00000477577,ENST00000478515,ENST00000479831,ENST00000481415,ENST00000487016,ENST00000490572,ENST00000491868,ENST00000493491,ENST00000494681,ENST00000544951	4860.77	4680.48	1534.00	12.26	9.23
ENSG00000151005	ENST00000280605	2654.00	2473.71	0.00	0.00	0.00
ENSG00000151006	ENST00000280606,ENST00000486499,ENST00000492427	3722.86	3542.57	81.68	0.86	0.65
ENSG00000151012	ENST00000280612,ENST00000509248	9645.00	9464.71	2857.00	11.29	8.50
ENSG00000151014	ENST00000280614,ENST00000515616	1623.80	1443.51	374.00	9.69	7.30
ENSG00000151023	ENST00000331161,ENST00000376363,ENST00000483339,ENST00000496261,ENST00000615958	1698.87	1518.58	14.00	0.34	0.26
ENSG00000151025	ENST00000376351,ENST00000482641,ENST00000490549	3448.89	3268.61	168.00	1.92	1.45
ENSG00000151033	ENST00000375318	818.00	637.71	0.00	0.00	0.00
ENSG00000151062	ENST00000280663,ENST00000382722,ENST00000444595,ENST00000536818,ENST00000536846,ENST00000537784,ENST00000537923,ENST00000538027,ENST00000538450,ENST00000539048,ENST00000540728,ENST00000541331,ENST00000541444,ENST00000541616,ENST00000542340,ENST00000543405,ENST00000545595,ENST00000585385,ENST00000585708,ENST00000585732,ENST00000586184,ENST00000587995,ENST00000588077,ENST00000588896,ENST00000589502,ENST00000590880,ENST00000611131	1382.25	1201.97	317.00	9.86	7.43
ENSG00000151065	ENST00000280665,ENST00000535873,ENST00000536665,ENST00000537725,ENST00000540622,ENST00000541700,ENST00000543381	2072.76	1892.47	870.00	17.19	12.95
ENSG00000151067	ENST00000327702,ENST00000335762,ENST00000344100,ENST00000347598,ENST00000399591,ENST00000399595,ENST00000399597,ENST00000399601,ENST00000399603,ENST00000399606,ENST00000399617,ENST00000399621,ENST00000399629,ENST00000399634,ENST00000399637,ENST00000399638,ENST00000399641,ENST00000399644,ENST00000399649,ENST00000399655,ENST00000402845,ENST00000406454,ENST00000465278,ENST00000465934,ENST00000480911,ENST00000483136,ENST00000491104,ENST00000492150,ENST00000496818,ENST00000543114,ENST00000613940,ENST00000615303,ENST00000615400,ENST00000616390,ENST00000620878,ENST00000621625	5291.33	5111.05	175.00	1.28	0.96
ENSG00000151079	ENST00000280684	4237.00	4056.71	0.00	0.00	0.00
ENSG00000151090	ENST00000280696,ENST00000356447,ENST00000396671,ENST00000413780,ENST00000415021,ENST00000416420,ENST00000418247,ENST00000428492,ENST00000431815,ENST00000447414,ENST00000447875,ENST00000453729	2049.33	1869.06	228.00	4.56	3.44
ENSG00000151092	ENST00000280699,ENST00000280700,ENST00000308710,ENST00000396649,ENST00000417874,ENST00000427041,ENST00000428257,ENST00000461491,ENST00000463611,ENST00000467224,ENST00000474611,ENST00000478991,ENST00000489271,ENST00000493324,ENST00000496726	2095.90	1915.61	596.00	11.64	8.76
ENSG00000151093	ENST00000280701,ENST00000420173,ENST00000428266,ENST00000448177,ENST00000449808,ENST00000452098,ENST00000460195,ENST00000464688	1377.67	1197.39	364.00	11.37	8.56
ENSG00000151116	ENST00000300038,ENST00000320750,ENST00000379387,ENST00000396196,ENST00000396197,ENST00000490736,ENST00000535340,ENST00000535484,ENST00000539569,ENST00000540666,ENST00000540917,ENST00000541984,ENST00000543987	1874.72	1694.43	396.00	8.74	6.58
ENSG00000151117	ENST00000280734,ENST00000524888,ENST00000527002,ENST00000529240,ENST00000533987	3595.00	3414.71	53.00	0.58	0.44
ENSG00000151131	ENST00000280749,ENST00000548583,ENST00000552951,ENST00000622317	668.03	487.76	264.00	20.24	15.24
ENSG00000151135	ENST00000280756,ENST00000547081,ENST00000547242,ENST00000548125,ENST00000548806,ENST00000550344,ENST00000551237,ENST00000551489,ENST00000551813	1190.84	1010.56	815.00	30.16	22.72
ENSG00000151136	ENST00000280758,ENST00000357167,ENST00000415943,ENST00000420571,ENST00000490090,ENST00000494235,ENST00000550706	2176.62	1996.34	41.00	0.77	0.58
ENSG00000151148	ENST00000340074,ENST00000342494,ENST00000434735,ENST00000449510,ENST00000535900,ENST00000536398,ENST00000537063,ENST00000538070,ENST00000539584,ENST00000539599,ENST00000539843,ENST00000540230,ENST00000605142	3821.19	3640.90	1155.00	11.87	8.93
ENSG00000151150	ENST00000280772,ENST00000355288,ENST00000373815,ENST00000373820,ENST00000373827,ENST00000459732,ENST00000460468,ENST00000465749,ENST00000467420,ENST00000469721,ENST00000474360,ENST00000480699,ENST00000486349,ENST00000489505,ENST00000502769,ENST00000503366,ENST00000503925,ENST00000506635,ENST00000508449,ENST00000510382,ENST00000511043,ENST00000513049,ENST00000514197,ENST00000610321,ENST00000610901,ENST00000612776,ENST00000613207,ENST00000616444,ENST00000617800,ENST00000618080,ENST00000618374,ENST00000621739,ENST00000622427	2175.80	1995.52	275.00	5.15	3.88
ENSG00000151151	ENST00000373935	6133.00	5952.71	274.00	1.72	1.30
ENSG00000151164	ENST00000358071,ENST00000392672,ENST00000409246,ENST00000409300,ENST00000409425,ENST00000409461,ENST00000409778,ENST00000433301,ENST00000447044	2727.00	2546.71	2.00	0.03	0.02
ENSG00000151176	ENST00000280800,ENST00000545182,ENST00000547163,ENST00000548997	4078.05	3897.76	4478.00	42.97	32.36
ENSG00000151208	ENST00000372391,ENST00000424842,ENST00000459739,ENST00000463362,ENST00000466198,ENST00000468332,ENST00000475613,ENST00000476354,ENST00000484525,ENST00000489547	6476.30	6296.01	9223.84	54.80	41.26
ENSG00000151224	ENST00000372213,ENST00000455001,ENST00000480845,ENST00000485270	2625.09	2444.80	5.00	0.08	0.06
ENSG00000151229	ENST00000280871,ENST00000380858,ENST00000465517,ENST00000505338	3255.49	3075.21	112.00	1.36	1.03
ENSG00000151233	ENST00000280876,ENST00000398675	4271.72	4091.43	819.00	7.49	5.64
ENSG00000151239	ENST00000395510,ENST00000546506,ENST00000546662,ENST00000547459,ENST00000547564,ENST00000547961,ENST00000548315,ENST00000548403,ENST00000550371,ENST00000551789,ENST00000552521	2462.12	2281.83	2066.71	33.88	25.51
ENSG00000151240	ENST00000280886,ENST00000381496,ENST00000421992,ENST00000423550,ENST00000434695	6717.60	6537.32	462.00	2.64	1.99
ENSG00000151247	ENST00000280892,ENST00000418385,ENST00000450253,ENST00000504432,ENST00000504472,ENST00000505194,ENST00000505829,ENST00000505992,ENST00000507665,ENST00000511644,ENST00000515638	997.13	816.85	1855.81	84.97	63.99
ENSG00000151276	ENST00000330909,ENST00000402939,ENST00000460329,ENST00000463103,ENST00000464060,ENST00000468159,ENST00000470990,ENST00000472257,ENST00000476403,ENST00000476703,ENST00000479287,ENST00000480729,ENST00000483466,ENST00000494271,ENST00000496734,ENST00000497477,ENST00000611645,ENST00000613799,ENST00000621418	4539.22	4358.93	1272.00	10.91	8.22
ENSG00000151287	ENST00000376019,ENST00000376021,ENST00000376022,ENST00000376027,ENST00000376029,ENST00000376032,ENST00000487260	1090.93	910.64	89.00	3.66	2.75
ENSG00000151292	ENST00000345990,ENST00000360683,ENST00000361991,ENST00000508708,ENST00000510842,ENST00000511130,ENST00000512718,ENST00000514131,ENST00000515322,ENST00000521364	1805.79	1625.50	1025.00	23.58	17.76
ENSG00000151303	ENST00000444431	4560.00	4379.71	0.00	0.00	0.00
ENSG00000151304	ENST00000339397,ENST00000504881	2855.00	2674.71	250.00	3.50	2.63
ENSG00000151320	ENST00000280979,ENST00000553547,ENST00000554410,ENST00000554449,ENST00000554740,ENST00000555207,ENST00000555950,ENST00000556037,ENST00000556540,ENST00000556638,ENST00000557102,ENST00000557272,ENST00000557354,ENST00000557396,ENST00000557708	3431.81	3251.53	34.00	0.39	0.29
ENSG00000151322	ENST00000346562,ENST00000356141,ENST00000357798,ENST00000546849,ENST00000547068,ENST00000548645,ENST00000549770,ENST00000550662,ENST00000551008,ENST00000551492,ENST00000551634,ENST00000552696,ENST00000552874	1427.04	1246.75	2.00	0.06	0.05
ENSG00000151327	ENST00000280987,ENST00000382406,ENST00000396472,ENST00000553852,ENST00000553901,ENST00000553955,ENST00000554052,ENST00000554794,ENST00000555211,ENST00000555260,ENST00000556858	804.15	623.89	675.00	40.47	30.47
ENSG00000151332	ENST00000318473,ENST00000359527,ENST00000416007,ENST00000603139,ENST00000603913,ENST00000604154,ENST00000604160,ENST00000604336,ENST00000604768,ENST00000605579,ENST00000621657	1554.03	1373.74	332.00	9.04	6.81
ENSG00000151338	ENST00000327441,ENST00000396294,ENST00000537471,ENST00000539062,ENST00000539174,ENST00000545536,ENST00000553349,ENST00000554114,ENST00000554930,ENST00000555870,ENST00000556451,ENST00000556615,ENST00000556753,ENST00000556940,ENST00000624539	1876.73	1696.45	98.00	2.16	1.63
ENSG00000151348	ENST00000343631,ENST00000358681,ENST00000395673,ENST00000525559,ENST00000527014,ENST00000528159,ENST00000529186,ENST00000531161,ENST00000532479,ENST00000533608,ENST00000534048	3164.66	2984.37	8768.00	109.89	82.75
ENSG00000151353	ENST00000281017,ENST00000355654,ENST00000405941,ENST00000418447,ENST00000432667,ENST00000461640,ENST00000477202,ENST00000497508	2143.74	1963.45	612.79	11.67	8.79
ENSG00000151360	ENST00000252505,ENST00000471711,ENST00000476389	1346.67	1166.38	0.00	0.00	0.00
ENSG00000151364	ENST00000353172,ENST00000533144,ENST00000612612,ENST00000614236	1691.00	1510.71	701.35	17.36	13.08
ENSG00000151365	ENST00000281030	1174.00	993.71	1.00	0.04	0.03
ENSG00000151366	ENST00000281031,ENST00000525085,ENST00000527806,ENST00000528164,ENST00000534029	578.26	398.00	3641.91	342.25	257.73
ENSG00000151376	ENST00000323418,ENST00000393324,ENST00000524826,ENST00000525957,ENST00000526504,ENST00000526834,ENST00000526944,ENST00000530335,ENST00000530520,ENST00000532471,ENST00000534638,ENST00000543262	2220.62	2040.33	37.00	0.68	0.51
ENSG00000151379	ENST00000281047	606.00	425.73	0.00	0.00	0.00
ENSG00000151388	ENST00000352040,ENST00000504582,ENST00000504830,ENST00000506952,ENST00000509762,ENST00000515401	6471.54	6291.25	3234.00	19.23	14.48
ENSG00000151413	ENST00000281081,ENST00000418681,ENST00000547839,ENST00000548937,ENST00000549838,ENST00000550005,ENST00000550355,ENST00000550649,ENST00000551015,ENST00000551314,ENST00000552489,ENST00000552814,ENST00000552888	2510.62	2330.33	327.00	5.25	3.95
ENSG00000151414	ENST00000367383,ENST00000367385,ENST00000391974,ENST00000417895,ENST00000442588,ENST00000493790,ENST00000538004,ENST00000544035	2046.13	1865.85	687.00	13.77	10.37
ENSG00000151418	ENST00000281087,ENST00000309309,ENST00000367382,ENST00000489986	592.00	411.75	0.00	0.00	0.00
ENSG00000151422	ENST00000281092,ENST00000438717,ENST00000502752,ENST00000504143,ENST00000505323,ENST00000509035,ENST00000513676,ENST00000513777,ENST00000618353	3424.50	3244.23	658.00	7.59	5.71
ENSG00000151445	ENST00000327028,ENST00000343765,ENST00000448935,ENST00000553576,ENST00000553691,ENST00000553888,ENST00000555854,ENST00000556412,ENST00000556909,ENST00000557466,ENST00000557658	2374.21	2193.93	1465.00	24.98	18.81
ENSG00000151458	ENST00000504087,ENST00000515641	8360.90	8180.61	1011.00	4.62	3.48
ENSG00000151461	ENST00000356352,ENST00000357604,ENST00000397053,ENST00000460569	4562.95	4382.66	1330.00	11.35	8.55
ENSG00000151465	ENST00000281141,ENST00000378900,ENST00000429258,ENST00000440613,ENST00000442050,ENST00000455773,ENST00000467016,ENST00000497963,ENST00000498747	1106.15	925.86	2498.27	100.92	76.00
ENSG00000151466	ENST00000281142,ENST00000439369,ENST00000502495,ENST00000503215,ENST00000503401,ENST00000503565,ENST00000506233,ENST00000506368,ENST00000511426	1967.79	1787.50	510.00	10.67	8.04
ENSG00000151468	ENST00000378825,ENST00000378839	2734.40	2554.10	1823.00	26.70	20.10
ENSG00000151470	ENST00000281146,ENST00000425929,ENST00000502360,ENST00000502887,ENST00000508622,ENST00000508673	1417.81	1237.52	18.00	0.54	0.41
ENSG00000151474	ENST00000264546,ENST00000342409,ENST00000357447,ENST00000358621,ENST00000475141,ENST00000475325,ENST00000477221,ENST00000492155,ENST00000493380,ENST00000495956	2405.52	2225.24	953.68	16.03	12.07
ENSG00000151475	ENST00000281154	1841.00	1660.71	0.00	0.00	0.00
ENSG00000151490	ENST00000281171,ENST00000348962,ENST00000442921,ENST00000445537,ENST00000535311,ENST00000535322,ENST00000538907,ENST00000542557,ENST00000543886,ENST00000544244,ENST00000544706,ENST00000545023	2017.17	1836.90	15.00	0.31	0.23
ENSG00000151491	ENST00000281172,ENST00000508018,ENST00000535734,ENST00000535752,ENST00000536793,ENST00000536956,ENST00000540613,ENST00000541465,ENST00000542903,ENST00000543363,ENST00000543468,ENST00000543523,ENST00000543612,ENST00000544064,ENST00000545610,ENST00000546261,ENST00000546311	2336.23	2155.95	734.00	12.73	9.59
ENSG00000151498	ENST00000281182,ENST00000374752,ENST00000524426,ENST00000524502,ENST00000524547,ENST00000524739,ENST00000525961,ENST00000526026,ENST00000527082,ENST00000527665,ENST00000527713,ENST00000528325,ENST00000530533,ENST00000531338,ENST00000533387,ENST00000534240,ENST00000534433	2108.51	1928.22	659.00	12.78	9.63
ENSG00000151500	ENST00000341541,ENST00000352327,ENST00000392594,ENST00000392595,ENST00000525677,ENST00000531135,ENST00000533781,ENST00000533975	934.52	754.23	882.00	43.74	32.94
ENSG00000151502	ENST00000281187,ENST00000525095,ENST00000525918,ENST00000527586,ENST00000530402,ENST00000531741,ENST00000532160	3609.48	3429.19	2787.90	30.41	22.90
ENSG00000151503	ENST00000525432,ENST00000525485,ENST00000525964,ENST00000526422,ENST00000526787,ENST00000527944,ENST00000528065,ENST00000530396,ENST00000532445,ENST00000533155,ENST00000534227,ENST00000534290,ENST00000534532,ENST00000534548	4160.74	3980.48	2357.01	22.15	16.68
ENSG00000151532	ENST00000393077,ENST00000432306,ENST00000472892,ENST00000480057,ENST00000483122,ENST00000489142,ENST00000489357,ENST00000494728,ENST00000496445	1966.42	1786.14	932.00	19.52	14.70
ENSG00000151552	ENST00000281243,ENST00000428702,ENST00000501943,ENST00000505710,ENST00000507439,ENST00000508623,ENST00000511609,ENST00000513615,ENST00000514300	1180.38	1000.10	1229.00	45.96	34.61
ENSG00000151553	ENST00000369246,ENST00000369248,ENST00000369250,ENST00000411414	3800.58	3620.29	287.00	2.97	2.23
ENSG00000151572	ENST00000392977,ENST00000392979,ENST00000546991,ENST00000548940,ENST00000549155,ENST00000549234,ENST00000550015,ENST00000551148	1776.74	1596.45	72.00	1.69	1.27
ENSG00000151575	ENST00000352903,ENST00000537232,ENST00000558083,ENST00000558127,ENST00000559142,ENST00000559546,ENST00000560582,ENST00000560827,ENST00000561221	1290.18	1109.89	66.02	2.22	1.68
ENSG00000151576	ENST00000281273,ENST00000460163,ENST00000462869,ENST00000462966,ENST00000466050,ENST00000466870,ENST00000467703,ENST00000472599,ENST00000479882,ENST00000482307,ENST00000483272,ENST00000485050,ENST00000488665,ENST00000490183,ENST00000493014,ENST00000495782	3083.01	2902.72	1614.00	20.80	15.66
ENSG00000151577	ENST00000295881,ENST00000383673,ENST00000460779,ENST00000467632	1573.00	1392.71	0.00	0.00	0.00
ENSG00000151611	ENST00000281317,ENST00000503730,ENST00000506919,ENST00000511969,ENST00000541599	1443.00	1262.72	47.00	1.39	1.05
ENSG00000151612	ENST00000379448,ENST00000503462,ENST00000508784,ENST00000508995,ENST00000509940,ENST00000511534,ENST00000511659,ENST00000513320,ENST00000513840,ENST00000515386	3690.08	3509.80	959.00	10.22	7.70
ENSG00000151615	ENST00000281321	3144.00	2963.71	0.00	0.00	0.00
ENSG00000151617	ENST00000324300,ENST00000358556,ENST00000503721,ENST00000506066,ENST00000510697,ENST00000511804,ENST00000514245	3248.97	3068.68	23.00	0.28	0.21
ENSG00000151623	ENST00000342437,ENST00000344721,ENST00000358102,ENST00000503174,ENST00000503313,ENST00000504753,ENST00000511528,ENST00000512865	4106.24	3925.96	186.00	1.77	1.33
ENSG00000151631	ENST00000432950	983.00	802.71	0.00	0.00	0.00
ENSG00000151632	ENST00000380753,ENST00000407674,ENST00000421196,ENST00000455190,ENST00000460124,ENST00000603073,ENST00000604184,ENST00000604428,ENST00000604439,ENST00000604507,ENST00000604711	883.29	703.02	3.73	0.20	0.15
ENSG00000151640	ENST00000338492,ENST00000368627,ENST00000471544,ENST00000493882,ENST00000493927	2536.22	2355.93	1507.00	23.92	18.02
ENSG00000151650	ENST00000325980	2911.00	2730.71	0.00	0.00	0.00
ENSG00000151651	ENST00000415217,ENST00000445355,ENST00000463298,ENST00000468964,ENST00000485491,ENST00000486609,ENST00000537099,ENST00000559018,ENST00000559180,ENST00000560135,ENST00000561175	1977.86	1797.63	90.00	1.87	1.41
ENSG00000151655	ENST00000358415,ENST00000379587,ENST00000429820,ENST00000473227,ENST00000477751,ENST00000480387,ENST00000613369	1673.14	1492.86	0.00	0.00	0.00
ENSG00000151657	ENST00000379562,ENST00000460089,ENST00000463666,ENST00000471320,ENST00000498098	6156.60	5976.31	287.00	1.80	1.35
ENSG00000151665	ENST00000281382,ENST00000306465,ENST00000412717,ENST00000420164,ENST00000474980,ENST00000482786,ENST00000495933	836.38	656.10	287.62	16.40	12.35
ENSG00000151687	ENST00000313581,ENST00000433782,ENST00000441800,ENST00000461516,ENST00000464687,ENST00000467927,ENST00000474303,ENST00000476208,ENST00000520309	1081.19	900.91	32.00	1.33	1.00
ENSG00000151689	ENST00000322522,ENST00000392329,ENST00000409027,ENST00000413239,ENST00000417336,ENST00000422454,ENST00000423767,ENST00000430311,ENST00000431594,ENST00000444194,ENST00000451089,ENST00000458193,ENST00000458647,ENST00000470892,ENST00000487628	1596.13	1415.85	518.00	13.68	10.30
ENSG00000151690	ENST00000281416,ENST00000392328,ENST00000412482,ENST00000417958,ENST00000432036,ENST00000434582,ENST00000444317,ENST00000445546,ENST00000486123,ENST00000489793	2718.17	2537.89	122.00	1.80	1.35
ENSG00000151692	ENST00000320892,ENST00000416587,ENST00000432850,ENST00000433456,ENST00000467276,ENST00000471060,ENST00000480970	4348.00	4167.71	1057.00	9.49	7.14
ENSG00000151693	ENST00000281419,ENST00000315273,ENST00000471687,ENST00000484590,ENST00000491413	1686.57	1506.33	192.61	4.78	3.60
ENSG00000151694	ENST00000310823,ENST00000478059,ENST00000497134,ENST00000618923	4314.50	4134.21	1531.00	13.85	10.43
ENSG00000151702	ENST00000281428,ENST00000344954,ENST00000429175,ENST00000527767,ENST00000527786,ENST00000528790,ENST00000534087,ENST00000608055,ENST00000608303	3091.33	2911.05	0.00	0.00	0.00
ENSG00000151704	ENST00000324003,ENST00000324036,ENST00000392664,ENST00000392665,ENST00000392666,ENST00000440599,ENST00000531562	908.44	728.16	3.00	0.15	0.12
ENSG00000151715	ENST00000281441,ENST00000524567,ENST00000525709,ENST00000527754,ENST00000529381	1104.60	925.59	0.00	0.00	0.00
